key_id,key,english,zh-CN,translation
66008134576541702,controls_map,Show map overlay,显示地图分布,지도 오버레이 표시
66008134576541703,controls_mouse1,LMB,鼠标左键,마우스 좌클릭
66008134576541704,controls_mouse2,RMB,鼠标右键,마우스 우클릭
66008134576541705,controls_space,Space,空格,스페이스
66008134576541706,ui_enter room code,Enter game code,进入游戏模式,게임 코드 입력
66008134584930304,ui_join,Join,加入,참가
66008134584930307,use_consumable_grenade,Press [Shoot] to throw grenade,按 [Shoot] 投掷手雷,[Shoot]을 눌러 수류탄 투척
66008134584930308,title_consumable_grenade,Grenade,手雷,수류탄
66008134589124608,ui_language_de,Deutsch,Deutsch,Deutsch
66008134589124609,ui_language_fr,Français,Français,Français
66008134589124610,ui_language_en,English,English,English
66008134589124611,ui_language_it,Italiano,Italiano,Italiano
66008134589124612,ui_language_es,Español,Español,Español
66008134589124613,ui_language_zh-CN,简体中文,简体中文,简体中文
67123148150575104,use_consumable_energydrink,Press [Shoot] to drink,按 [Shoot] 以饮用,[Shoot]을 눌러 음료 마시기
67123148175740928,title_consumable_energydrink,Primate energy drink,灵长类动物能量饮料,프라이메이트 에너지 드링크
67477725373575169,side objective_mission_extermination,<sprite=21 color=#AD0D00> <style=ObjectiveRed>Breeders</style> killed,<sprite=21 color=#AD0D00> <style=ObjectiveRed>蜘蛛之母</style> 已杀死,<sprite=21 color=#AD0D00> <style=ObjectiveRed>브리더</style> 처치
67500366138486784,ui_controller preset_0,Preset1,预设1,프리셋1
67500366138486785,ui_controller preset_1,Preset2,预设2,프리셋2
67504093306073088,controls_move,Move,移动,이동
67504093306073089,controls_aim,Aim,瞄准,조준
67510594343055360,ui_friends only,Friends only,仅限朋友,친구만
67516255072202752,ui_spectator_following,Following: {0},跟随： {0},팔로우 중: {0}
67516255072202753,ui_spectator_free cam,Free Camera,自由视角,자유 카메라
67517154217734144,ui_spectator_change target,[Shoot] to change follow target,[Shoot] 以更换跟随目标,[Shoot]으로 팔로우 대상 변경
67521889318514688,ui_lobby_difficulty changed,Excpedition was changed to: {0},远征已更换为：{0},원정이 다음으로 변경됨: {0}
68205662934515713,title_cash,Cash,金钱,캐시
68205662934515714,description_cash,"You can receive a cash reward based on fulfilling the objectives while meeting certain extra conditions, such as a time constraint, for example. You can use your cash to buy items and upgrades in the Shop.",你可以在完成目标的基础上满足某些额外条件，比如时间限制，以此获得金钱奖励。你可以用金钱在商店里购买道具和升级。,목표를 달성하면서 시간 제한 등 특정 추가 조건을 충족하면 캐시 보상을 받을 수 있다. 캐시로 상점에서 아이템과 업그레이드를 구매할 수 있다.
68231982365052928,title_consumable_c4,C4 explosive,C4炸药,C4 폭탄
68232447563698176,use_consumable_c4,Hold [Shoot] to plant explosive,按住 [Shoot] 以安装炸药,[Shoot]을 꾹 눌러 폭탄 설치
68548103836307462,side objective_mission_extraction,<sprite=35 color=#008EAD> <style=ObjectiveBlue>Scientists</style> freed,<sprite=35 color=#008EAD> <style=ObjectiveBlue>科学家</style> 已解放,<sprite=35 color=#008EAD> <style=ObjectiveBlue>과학자</style> 구출
69693898549858304,ui_spawning,Enemy Mutations,敌人突变,적 돌연변이
69693898549858305,ui_elements unlocked,Elements unlocked:,元素解锁：,해금된 원소:
69693898554052608,ui_waiting for players,Waiting for other players,等待其他玩家中,다른 플레이어 대기 중
71039491769929728,announcement_hostage delivered,Captive freed,已拯救囚徒,포로 구출 완료
72538523208822784,ui_play again,Play again?,再来一局？,다시 플레이?
72851853499666432,ui_others want to play again,Other players want to play again,其他玩家想再来一局,다른 플레이어들이 다시 플레이하고 싶어한다
75118653319983104,title_mission_shop,Shop,商店,상점
75118653324177408,title_mission_boss,Lair,巢穴,소굴
78286901830004736,announcement_player joined,{0} has joined the game!,{0}加入了游戏！,{0}이(가) 게임에 참가했다!
78286901859364864,level theme_facility,Facility,设备,시설
78656401703079936,title_breeder,Breeder,蜘蛛之母,브리더
78656496976695296,title_hostage,Hostage,人质,인질
87386795808972800,title_ability_full blast,Grenade,手雷,수류탄
87386795834138624,description_ability_full blast,Press [Talent] to throw a heavy grenade,按　[Talent]　投掷重型手雷,[Talent]을 눌러 강력한 수류탄을 투척한다
87386795834138625,title_ability_focus shot,Focus Shot,会心一击,집중 사격
87386795834138626,description_ability_focus shot,Hold [Talent] and shoot to deal double damage,按住　[Talent]　然后射击，可造成双倍伤害,[Talent]을 누른 채 사격하여 두 배 피해를 입힌다
88069590457290752,ui_loading_guns,Loading...,装填枪械中…,로딩 중...
88771716473479168,mission_pick_upgrades,Pick your upgrades,选择你的升级,업그레이드 선택
88787616186011648,side objective_mission_extermination_score,Breeders killed,已杀死蜘蛛之母,브리더 처치
88787616202788864,side objective_mission_extraction_score,Captives freed,已释放囚徒,포로 구출
89930788083240960,description_all upgrades unlocked,All mutations already unlocked,突变已全部解锁,모든 돌연변이가 이미 해금되었다
89931510115897344,title_level up,Level up,升级,레벨 업
92392808806080512,progress,Prepper's Handbook,末日准备者手册,프레퍼 핸드북
92760979811590144,ammo_low,LOW AMMO!,弹药不足！,탄약 부족!
92761021490388992,ammo_replenished,Ammo Replenished,已补充弹药,탄약 보충 완료
92929725690097664,weapon_compare,Buy,购买,구매
93188807474884608,title_perk_well_rested,Well rested,好好休息,숙면
93188807512633344,description_perk_well_rested,"Deal <style=""Green"">{0}</style> more damage for each temporary HP","每点临时生命值增加<style=""Green"">{0}</style>伤害","임시 체력 1당 <style=""Green"">{0}</style>의 추가 피해를 준다"
93291072017739776,title_perk_uber_charge,Über charge,超级加血,과충전
93291072051294208,description_perk_uber_charge,"HP can go above the max, but depletes to normal over time",生命值可以突破上限，但会逐渐减少到正常水平,체력이 최대치를 초과할 수 있지만 시간이 지남에 따라 정상으로 감소
93291072051294209,title_perk_sharing_is_caring,Sharing is caring,亲情关怀,나눔은 사랑
93291072051294210,description_perk_sharing_is_caring,"When using a medkit, players nearby receive <style=""Green"">{0}</style> temporary HP","使用医疗包时，附近玩家会获得<style=""Green"">{0}</style>临时生命值","의료 키트 사용 시 주변 플레이어가 <style=""Green"">{0}</style>의 임시 체력을 얻는다"
93526596396834816,get,Get,离,떠
93526596417806336,out,Out,开,나라
96046802830680064,alert_runingOutOfTime_1minute,1 minute,1分钟,1분
96046802855845888,alert_runingOutOfTime_left,Left,剩余,남음
97480590709809152,work_in_progress,Work in progress - Coming in the future,仍在开发中——将在日后推出,개발 중 - 추후 공개 예정
97535797149884416,description_consumable_mountable turret,Place a powerful turret you can control,放置一台能控制的强力炮塔,조종 가능한 강력한 터렛을 설치한다
97535797154078720,use_consumable_mountable turret,Hold [Shoot] to place turret,按住 [Shoot] 以放置炮塔,[Shoot]을 꾹 눌러 터렛 설치
97535797154078721,title_consumable_mountable turret,Turret,炮塔,터렛
98211500677718016,progression_description,Collect {0} Crates as {1},作为{1}收集{0}箱子,{1}으로 보급 상자 {0}개 수집
98211500715466752,progression_maxlevel,Level {0} (Max level),等级 {0} （最高等级）,레벨 {0} (최대 레벨)
98211500715466753,progression_level,Level {0},等级 {0},레벨 {0}
98238271108210689,day_X,Day {0},第 {0} 日,{0}일차
98238271108210690,skip_upgrades,SKIP: {0} <sprite=19>,跳过： {0} <sprite=19>,건너뛰기: {0} <sprite=19>
98248117564006400,shop_all,All,全部,전체
98248117564006401,shop_pistols,Pistols,手枪,권총
98248117564006402,shop_shotguns,Shotguns,霰弹枪,산탄총
98248117564006403,shop_machine guns,Machine Guns,机枪,기관총
98248117564006404,shop_rifles,Rifles,步枪,소총
98248117564006405,shop_rocket launchers,Rocket Launchers,火箭发射器,로켓 발사기
98248117564006406,shop_consumables,Consumables,消耗品,소모품
100081237031948288,title_perk_hotshot,Hotshot,火力爱好者,핫샷
100081237052919808,description_perk_hotshot,"<style=""Green"">{0}</style> discount on machine guns and shotguns in the shop","商店里的机枪和霰弹枪享受<style=""Green"">{0}</style>折扣","상점에서 기관총과 산탄총이 <style=""Green"">{0}</style> 할인된다"
100087246936903680,title_perk_marksman,Marksman,狙击手,명사수
100087246936903681,description_perk_marksman,"<style=""Green"">{0}</style> discount on rifles in the shop","商店里的步枪享受<style=""Green"">{0}</style>折扣","상점에서 소총이 <style=""Green"">{0}</style> 할인된다"
101131264388837376,title_perk_medicwithoutborders,Resilient,弹性防御,단단한 몸
101131264434974720,description_perk_medicwithoutborders,You start the game with body armor,开始游戏时携带身体护甲,게임 시작 시 방탄복을 소지한다
101183087803969536,title_perk_armor,Body armor,身体护甲,방탄복
101183087808163840,description_perk_armor,Get armor that reduces damage taken,获得护甲，可减少承接伤害,받는 피해를 줄여주는 방탄복을 획득
101230838929199104,description_perk_bonus_intel,Shows the exact consumables on the map,在地图上显示精确的消耗品信息,지도에 정확한 소모품 정보를 표시한다
101231157960544256,title_perk_bonus_intel,Navigator,领航员,내비게이터
101265945033781248,title_perk_caffeinator,Caffeinator,咖啡店长,카페인네이터
101265945071529984,description_perk_caffeinator,You start each new mission with a Primate energy drink,进入新任务时携带一瓶灵长类动物能量饮料,새 임무 시작 시 프라이메이트 에너지 드링크를 소지한다
102947009728778240,description_perk_luck_increase,"Luck based upgrades have a <style=""Green"">{0}</style> chance to succeed","通过运气进行的升级有 <style=""Green"">{0}</style> 几率成功","행운 기반 업그레이드의 성공 확률이 <style=""Green"">{0}</style> 증가"
102947163403882496,title_perk_luck_increase,Lucky,幸运儿,행운아
103292756315770880,title_perk_lucky_reload,Lucky Reload,幸运装填,행운의 장전
103292924612218880,description_perk_lucky_reload,"Every time you reload there is a <style=""Chance"">Chance</style> it won’t consume ammo","每次重新装填都有　<style=""Chance"">几率</style>　不会消耗弹药","장전할 때마다 <style=""Chance"">확률</style>로 탄약을 소모하지 않는다"
103353242256314368,title_perk_smooth_operator,Smooth Operator,手术高手,신의 손
103353367036858368,description_perk_smooth_operator,"When using a medkit, there is a <style=""Chance"">Chance</style> it will not deplete","当使用医疗箱时，有　<style=""Chance"">几率</style>　不耗尽医疗箱","의료 키트 사용 시 <style=""Chance"">확률</style>로 소모되지 않는다"
103682049846579200,title_perk_counter_attack,Counter Attack,反击,반격
103682354936057856,description_perk_counter_attack,"You have a <style=""Chance"">Chance</style> to reflect incoming melee damage","有 <style=""Chance"">几率</style> 反射遭受的近战伤害","<style=""Chance"">확률</style>로 받은 근접 피해를 반사한다"
103682537467973632,title_perk_two_birds_one_stone,"Two birds, one stone",一石二鸟,일석이조
103682693206675456,description_perk_two_birds_one_stone,"Hitting two or more targets with a rifle shot has a <style=""Chance"">Chance</style> to cost no ammo","用步枪一发击中两个或两个以上目标时，有 <style=""Chance"">几率</style> 不消耗弹药","소총 한 발로 두 명 이상의 대상을 맞추면 <style=""Chance"">확률</style>로 탄약을 소모하지 않는다"
103682935058632704,title_perk_one_in_the_chamber,One in the chamber,暗藏杀机,약실의 한 발
103683054663405568,description_perk_one_in_the_chamber,"The rifle has a <style=""Chance"">Chance</style> that the next shot will have <style=""Green"">100%</style> bullet penetration","使用步枪时有<style=""Chance"">几率</style>打出<style=""Green"">100%</style>穿透效果","소총 사용 시 <style=""Chance"">확률</style>로 다음 발이 <style=""Green"">100%</style> 관통 효과를 가진다"
103685652321701888,title_perk_resourceful,Resourceful,足智多谋,수완가
103685737210220544,description_perk_resourceful,"Killing an enemy has a <style=""Chance"">Chance</style> to reload <style=""Green"">{0}</style> ammo in your equipped weapon","击杀敌人后，有<style=""Chance"">几率</style>将配备的武器补充<style=""Green"">{0}</style>弹药","적 처치 시 <style=""Chance"">확률</style>로 장착 무기에 탄약 <style=""Green"">{0}</style>을 보충한다"
105104008237060096,gameover_crates_collected,Crates collected:,已收集箱子：,수집한 보급 상자:
105149183577894912,title_perk_firegrenade,Fire Grenades,火焰手雷,화염 수류탄
105149183628226560,description_perk_firegrenade,"Upgrade your grenades to become <style=""Fire""> fire grenades </style>","将手雷升级为<style=""Fire"">火焰手雷</style>","수류탄을 <style=""Fire""> 화염 수류탄</style>으로 업그레이드한다"
105153534388154368,title_perk_grenadebelt,Grenade Belt,手雷腰带,수류탄 벨트
105153534388154369,description_perk_grenadebelt,"You can carry up to <style=""Green"">{0}</style> grenades","可以携带最多<style=""Green"">{0}</style>个手雷","수류탄을 최대 <style=""Green"">{0}</style>개까지 휴대할 수 있다"
105463344936837120,alert_newCrateDropping_Top,New Crate,新箱子,새 보급 상자
105463344957808640,alert_newCrateDropping_Bottom,Drop,掉落,투하
107687484404568064,title_enemy upgrade_crawler_elemental poison,Bile Crawler,胆汁爬行者,담즙 크롤러
107687639132442624,title_enemy upgrade_crawler_elemental fire,Fire Crawler,火焰爬行者,화염 크롤러
107687739682492416,title_enemy upgrade_crawler_elemental ice,Cryo Crawler,冰冻爬行者,빙결 크롤러
107819143005548544,ui_livesleft,{0} lives left,还剩 {0} 条命,남은 목숨 {0}개
107819143047491584,ui_singleplayerrevive,Press 'E' to call for help,按“E”寻求帮助,'E'를 눌러 구조 요청
108410453879721984,title_continue,Continue,继续,계속
108832800612847616,title_low_health,Low Health,生命值不足,체력 부족
111642078304825344,player_stat_special_kills,Special enemy kills,击杀特殊敌人,특수 적 처치
115342007815692288,title_warrior,Warrior,战士,워리어
115342007840858112,description_warrior,A spider-like creature with a nasty pounce.,像蜘蛛一样的生物，能施展可怕的猛扑。,무시무시한 돌진 공격을 하는 거미 형태의 생물.
126480634701230080,title_perk_voucher,Voucher,代金券,할인권
126480634730590208,description_perk_voucher,Gives you {0} discount on your next purchase in the shop,给予你下次在商店里购物的　{0}　折扣,상점에서 다음 구매 시 {0} 할인을 받는다
126656421677051904,title_perk_wildfire,Wildfire,野火,들불
126656421723189248,description_perk_wildfire,"<style=""Fire""> Ignited enemies</style> have a <style=""Chance"">Chance</style> to explode when they die, igniting nearby enemies","<style=""Fire"">被点燃的敌人</style>在死亡时<style=""Chance"">有几率</style>爆炸，并点燃附近敌人","<style=""Fire"">불붙은 적</style>이 사망 시 <style=""Chance"">확률</style>로 폭발하여 주변 적을 점화"
126656421723189249,title_perk_frostbite,Frostbite,冰冻,동상
126656421723189250,description_perk_frostbite,"Common enemies are completely trapped when <style=""Ice""> frozen</style>","普通敌人被<style=""Ice"">冰冻</style>时完全不能动","일반 적이 <style=""Ice""> 동결</style> 시 완전히 움직이지 못한다"
128793286064549888,title_perk_armorbuff,Improved armor,强化护甲,강화 방탄복
128793286106492928,description_perk_armorbuff,Body armor gives more protection,身体护甲会给予更强的防护效果,방탄복이 더 강력한 보호 효과를 준다
140657314528550912,shop_gunmod,Gun Mods,枪械模组,총기 개조
140657314549522432,shop_weapon,Weapons,武器,무기
141358298569433088,weapon_select,Equip,装备,장착
141358298607181824,title_mod_reloadspeed,Reload speed mod,装填速度模组,장전 속도 모드
141358298607181825,description_mod_reloadspeed,"A mod that reduces your reload time by <style=""Green"">{0}</style>","该模组将你的换弹时间减少<style=""Green"">{0}</style>","장전 시간이 <style=""Green"">{0}</style> 감소"
141371469212475392,ui_reset,Reset,重置,초기화
141737033465368576,title_mod_magcapacity,Mag capacity mod,弹匣容量模组,탄창 용량 모드
141737033490534400,description_mod_magcapacity,"A mod that increases your mag capacity by <style=""Green"">{0}</style>","该模组将弹匣容量提升<style=""Green"">{0}</style>","탄창 용량이 <style=""Green"">{0}</style> 증가"
141737033490534401,title_mod_damage,Damage mod,伤害模组,피해 모드
141737033490534402,description_mod_damage,"A mod that increases your damage by <style=""Green"">{0}</style>","该模组将你的伤害增加<style=""Green"">{0}</style>","피해가 <style=""Green"">{0}</style> 증가"
141737033490534403,title_mod_firerate,Rate of fire mod,射速模组,연사 속도 모드
141737033490534404,description_mod_firerate,"A mod that increases your rate of fire by <style=""Green"">{0}</style>","该模组将你的射速增加<style=""Green"">{0}</style>","연사 속도가 <style=""Green"">{0}</style> 증가"
143238254111023104,shop_perks,Perks,额外提升,퍽
146149069214507008,card type gunmod,Gun Mod,枪械模组,총기 개조
148319416420458496,title_broodmosquito,Mosquito,蚊子,모스키토
148319416445624320,description_broodmosquito,Flying creep that explodes blood when killed,一种飞虫，死亡时会爆炸出鲜血,죽으면 피가 폭발하는 비행 벌레
148669355533066240,weapon_stat_magazine capacity,Magazine Capacity,弹匣容量,탄창 용량
152025744894144512,display_quality,Quality,画质,품질
154123961474015232,level theme_plains,Plains,平原,평야
154813758811201536,title_wormstabber,Worm Stabber,蠕虫锥,지렁이 찌르개
154813758853144576,description_wormstabber,Stationary enemy that emerges from the ground as players approach,当玩家靠近时，一种从地面涌出的静止敌人,플레이어가 접근하면 땅에서 솟아나는 정지형 적
155916349553041408,description_side objective_mission_safe,"<b>Operation:</b> 
""{1}""
 
<b>Objective:</b> 
The mutants have overwhelmed Charlie’s cabin, you need to go retrieve the <nobr><sprite=20 color=#008EAD> <style=ObjectiveBlue>Safe</style></nobr> in there.
 
<b>Caution:</b> 
Be aware! He told us that this cabin is riddled with <nobr><sprite=21 color=#9a5b7b><style=Enemy>{0}</style></nobr>!
 
<b>Extraction Point:</b> 
I'll be waiting for you at the <nobr><sprite=25 color=#ffd500><style=Exit>car</style></nobr> at the end of the road.","<b>行动：</b> 
“{1}”
 
<b>目标：</b> 
变种人已经占领了查理的小屋，你得去夺回 <nobr><sprite=20 color=#008EAD> <style=ObjectiveBlue>保险箱</style></nobr> 然后撤离。
 
<b>注意事项：</b> 
请注意！他告诉我们这个小屋里充满着 <nobr><sprite=21 color=#9a5b7b><style=Enemy>{0}</style></nobr>！
 
<b>撤离点：</b> 
我会在 <nobr><sprite=25 color=#ffd500><style=Exit>车</style></nobr> 里等你，就在路的尽头。","<b>작전:</b> 
""{1}""
 
<b>목표:</b> 
변이체가 찰리의 오두막을 점령했다. 안에 있는 <nobr><sprite=20 color=#008EAD> <style=ObjectiveBlue>금고</style></nobr>를 회수하라.
 
<b>주의:</b> 
조심하라! 오두막 안에 <nobr><sprite=21 color=#9a5b7b><style=Enemy>{0}</style></nobr>이(가) 가득하다고 한다!
 
<b>추출 지점:</b> 
길 끝의 <nobr><sprite=25 color=#ffd500><style=Exit>차량</style></nobr>에서 기다리겠다."
156225849791143936,ui_view_map,View Map,总览地图,지도 보기
156257676018900992,side objective_mission_safe,<sprite=20 color=#008EAD> <style=ObjectiveBlue>Safe</style> recovered,<sprite=20 color=#008EAD> <style=ObjectiveBlue>保险箱</style>已找回,<sprite=20 color=#008EAD> <style=ObjectiveBlue>금고</style> 회수
157034861584138240,extra_reward_heal,Squad starts with <style=Upgrade>100% HP</style> at next spawn.,小队在下次刷新时以 <style=Upgrade>100%的生命值</style> 开始游戏。,다음 스폰 시 팀이 <style=Upgrade>체력 100%</style>로 시작한다.
157127313988993024,extra_reward_consumable,Squad gets a <style=ObjectiveBlue>{0}</style> pickup at next spawn.,小队在下次刷新时获得 <style=ObjectiveBlue>{0}</style> 拾起品。,다음 스폰 시 팀이 <style=ObjectiveBlue>{0}</style>을(를) 획득.
159481368702148608,description_enemy upgrade_crawler_elemental poison,The Crawler will emit a mist of poison,此类爬行者会释放出一团毒雾,크롤러가 독안개를 뿜는다
159481368739897344,description_enemy upgrade_crawler_elemental fire,The Crawler will emit a mist of fire,此类爬行者会释放出一团火球,크롤러가 화염구를 뿜는다
159486824145281024,description_enemy upgrade_crawler_elemental ice,The Crawler will emit a mist of icicles,此类爬行者会释放出一根冰柱,크롤러가 고드름을 뿜는다
161277239819976704,extra_reward_missionreward,Squad gets <style=ObjectiveBlue>double cash</style> from the next mission.,小队在下个任务中能得到 <style=ObjectiveBlue>两倍金钱</style> 。,다음 임무에서 팀이 <style=ObjectiveBlue>2배 캐시</style>를 획득.
161297885463527424,extra_reward_weaponcrate,A Green Crate will be replaced with a <style=Upgrade>Red Crate</style> on the next level.,下个关卡中，一个绿色箱会被替换为<style=Upgrade>红色箱</style>。,다음 레벨에서 초록 보급 상자 하나가 <style=Upgrade>빨간 보급 상자</style>로 교체된다.
161821052690292736,title_enemy upgrade_poison sting,Venomous Sting,毒刺,독침
161821052711264256,description_enemy upgrade_poison sting,Mutant deals poison on hit,变种人击中玩家时造成中毒,변이체가 타격 시 독을 입힌다
162047453771808768,title_enemy_upgrade_mold_spores,Mold Spores,霉菌孢子,곰팡이 포자
162047453784391680,description_enemy_upgrade_mold_spores,Players don't regenerate stamina while affected by corruption,玩家在受到腐化影响时不会恢复耐力,오염 영향을 받는 동안 플레이어의 스태미나가 회복되지 않는다
162052456929878016,title_enemy upgrade_stalker crippling hit,Crippling Hit,重创,치명타
162052456950849536,description_enemy upgrade_stalker crippling hit,Slows player on hit and makes them unable to dash for a short while,击中玩家时造成减速,타격 시 플레이어를 둔화시키고 잠시 대시를 사용할 수 없게 한다
162135386918961152,title_enemy_upgrade_long_jump,Long jump,跳远,멀리뛰기
162135386935738368,description_enemy_upgrade_long_jump,Increased jump distance,增加跳跃长度,점프 거리 증가
162135386935738369,title_enemy_upgrade_necromancy,Necromancy,还魂术,사령술
162135386935738370,description_enemy_upgrade_necromancy,Fallen mutants are awakened by a scream,死掉的变种人会被尖叫唤醒,쓰러진 변이체가 포효로 되살아난다
162208416756088832,title_enemy_upgrade_barrage,Barrage,骇人炮击,연발
162208416777060352,description_enemy_upgrade_barrage,The Spitter fires three projectiles,喷吐怪会喷射三个投掷物,스피터가 세 개의 투사체를 발사한다
164623939573178368,use_consumable_cash,Carry to the exit for bonus Cash,带到出口以获得额外金钱,출구까지 운반하면 보너스 캐시 획득
166169449401106432,title_enemy_upgrade_heavy_pounce,Heavy Pounce,猛扑,강력 돌진
166169449417883648,description_enemy_upgrade_heavy_pounce,Immunity to knockback and adds a shockwave to the Warrior's pounce that knocks back and stuns nearby players,免疫击退效果，并在战士的攻击中增加冲击波，击退并眩晕附近的玩家,"넉백 면역, 워리어의 돌진에 충격파를 추가하여 주변 플레이어를 넉백 및 기절"
166407222825533440,title_enemy_upgrade_outbreak,Mega Outbreak,疫情爆发,대규모 발생
166407222863282176,description_enemy_upgrade_outbreak,Drops more ticks on death,死后掉落大量蜱虫,사망 시 더 많은 진드기를 떨어뜨린다
166425070872510464,title_enemy_upgrade_range_boost,Range Boost,射程增幅,사거리 강화
166425070872510465,description_enemy_upgrade_range_boost,Doubles the attack range,攻击距离增加一倍,공격 사거리 2배 증가
166717067130781696,title_enemy_upgrade_permapin,Death Do Us Part,死战不退,죽음이 갈라놓을 때까지
166717067147558912,description_enemy_upgrade_permapin,Pinning players down until shot off,死死压制玩家，直到被射击打掉,플레이어를 사격으로 제거할 때까지 눌러 고정한다
169273311880658944,name_side objective_mission_safe,Better Safe than Sorry,盲羊补牢,죽기 싫으면 조심해
170060647085850624,player_stat_healing,Healing done:,治疗量：,치유량:
171439368434827264,title_mod_accuracy,Accuracy mod,精准度模组,정확도 모드
171439368455798784,description_mod_accuracy,"Increase accuracy by <style=""Green"">{0}</style>","该模组将你的精准度增加<style=""Green"">{0}</style>","정확도가 <style=""Green"">{0}</style> 증가"
171522888951193600,extra_reward_goldencrate,A Green Crate will be replaced with a <style=Upgrade>Golden Crate</style> on the next level.,下个关卡中，一个绿色箱会被替换为<style=Upgrade>金色箱</style>。,다음 레벨에서 초록 보급 상자 하나가 <style=Upgrade>황금 보급 상자</style>로 교체된다.
171912657812119552,ui_ability_warning,"You already have an ability, do you want to replace it?",你已经有了一种能力，你想替换它吗？,이미 능력을 보유하고 있습니다. 교체하시겠습니까?
172242188234186752,title_perk_sharing_is_caring_ii,Sharing is caring II,亲情关怀II,나눔은 사랑 II
172242188255158272,description_perk_sharing_is_caring_ii,"Using a medkit has a <style=""Chance"">Chance</style> to heal nearby players for <style=""Green"">{0}</style> HP","使用医疗包有<style=""Chance"">几率</style>治疗附近的玩家<style=""Green"">{0}</style>生命值","의료 키트 사용 시 <style=""Chance"">확률</style>로 주변 플레이어를 <style=""Green"">{0}</style> 체력만큼 치유한다"
173731183526993920,title_mod_spread,Spread mod,杀伤面模组,탄퍼짐 모드
173731183543771136,description_mod_spread,"Increase spread by <style=""Green"">{0}</style> and pellet amount by <style=""Green"">{1}</style>","将散布增加 <style=""Green"">{0}</style>，将弹丸数量增加 <style=""Green"">{1}</style>","탄퍼짐이 <style=""Green"">{0}</style> 증가, 산탄 수가 <style=""Green"">{1}</style> 증가"
174525310171299840,title_mod_fire,Fire bullets,火焰子弹,화염 탄환
174525310188077056,description_mod_fire,"Bullets become <style=""Fire""> incendiary</style> and apply damage over time to enemies","子弹有<style=""Fire"">燃烧</style>效果，对敌人持续造成伤害","탄환에 <style=""Fire""> 소이</style> 효과가 추가되어 적에게 지속 피해를 준다"
174525310188077057,title_mod_ice,Ice bullets,冰冻子弹,빙결 탄환
174525310188077058,description_mod_ice,"Bullets are replaced with <style=""Ice""> cryogenic rounds</style> that slow enemies","替换为<style=""Ice"">低温子弹</style>，造成敌人减速","탄환이 <style=""Ice""> 극저온탄</style>으로 교체되어 적을 둔화"
174525310188077059,title_mod_electric,Electric bullets,电击子弹,전기 탄환
174525310188077060,description_mod_electric,"Bullets are replaced with <style=""Lightning""> electrified rounds</style> that spawn chain lightning","替换为<style=""Lightning"">电击子弹</style>，造成链式闪电","탄환이 <style=""Lightning""> 전격탄</style>으로 교체되어 연쇄 전격을 발생"
176150996119511040,title_mod_range,Prolonged Barrel Mod,长枪管模组,연장 총열 모드
176150996148871168,description_mod_range,"Increase range by <style=""Green"">{0}</style>","该模组将射程增加<style=""Green"">{0}</style>","사거리가 <style=""Green"">{0}</style> 증가"
178076973096189952,title_mod_hypervelocity,Hypervelocity,超高速,초고속
178076973112967168,description_mod_hypervelocity,Bullets are turned into rays,子弹变成激光,탄환이 광선으로 변환된다
178721430737371136,weapon_stat_spread,Spread,杀伤面,탄퍼짐
179447849666428928,title_mod_splintershell,Splinter Shell,弹片来袭,파편탄
179447849691594752,description_mod_splintershell,Bullets are replaced with splinters that penetrate bodies and armor and cause bleeding,子弹替换为弹片，弹片可以穿透身体和护甲，造成流血效果,탄환이 신체와 장갑을 관통하여 출혈을 유발하는 파편으로 교체된다
179781489600446464,title_mod_ricochet,Bouncy Slime,弹跳史莱姆,튀는 슬라임
179781489629806592,description_mod_ricochet,"Bullets bounce off walls. Adds <style=""Green"">{0}</style> damage bonus per bounce","子弹会在墙壁间反弹。每次反弹增加<style=""Green"">{0}</style>点伤害加成","탄환이 벽에 반사된다. 반사마다 <style=""Green"">{0}</style>의 피해 보너스 추가"
179781489629806593,gunmod_screen_weapon_level,Weapon Level Up!,武器升级！,무기 레벨 업!
179781489629806594,gunmod_screen_apply_gunmod,Select weapon to apply gun mod,选择武器以装载枪械模组,총기 개조를 적용할 무기를 선택하세요
179786214706200576,gunmod_screen_title,Gun Mod,枪械模组,총기 개조
179793660044591104,title_mod_rapidreloadplusplus,Rapid Reload ++,快速装填++,쾌속 장전 ++
179793660044591105,description_mod_rapidreloadplusplus,"Decrease reload time by <style=""Green"">{0}</style> and increase rate of fire by <style=""Green"">{1}</style>","装填时间减少<style=""Green"">{0}</style>，射速增加<style=""Green"">{1}</style>","장전 시간이 <style=""Green"">{0}</style> 감소, 연사 속도가 <style=""Green"">{1}</style> 증가"
186356272310493184,title_mod_superslug,Super Slug,超级子弹,슈퍼 슬러그
186356272331464704,description_mod_superslug,"Shells are packed with fewer, more powerful pellets",弹壳内装填更少但更强力的弹片,탄피 내 산탄 수가 줄어들지만 더 강력해진다
186720521299804160,ui_multiplayer,Multiplayer,多人游戏,멀티플레이어
186721750151184384,ui_game_name,Game host,游戏房主,게임 호스트
186721750151184385,ui_game_players_name,{0}'s Game,{0}的游戏,{0}의 게임
186721750151184386,ui_game_players,Players,玩家,플레이어
186721750151184387,ui_game_region,Region,地区,지역
186724358261686272,ui_game_host,Host,房主,호스트
186724358261686273,ui_game_specator,Spectator,观众,관전자
186724358265880576,ui_public_lobby,Public Game,公共游戏,공개 게임
